SRR1970797,WGS,PRJNA280802,SAMN03466619,UNIVERSITY OF POTSDAM,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX992579,Illumina HiSeq 2000,LPA_placenta--SG,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-04-10T00:00:00Z,LPA_placenta,SRP057047,,,,,,,,,,,,200,392390800,252808424,,,,,not collected,J.Fickel,Model organism or animal,NA,not collected,tissue (placenta)
ERR1653872,WGS,PRJEB15462,SAMEA4461264,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724188,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461264,ERP017222,lp86,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360443,ERS1360443,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653873,WGS,PRJEB15462,SAMEA4461265,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724189,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461265,ERP017222,M88-302-52,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360444,ERS1360444,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653874,WGS,PRJEB15462,SAMEA4461266,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724190,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461266,ERP017222,MNCN16782,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360445,ERS1360445,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653875,WGS,PRJEB15462,SAMEA4461267,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724191,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461267,ERP017222,MNCN16788,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360446,ERS1360446,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653876,WGS,PRJEB15462,SAMEA4461268,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724192,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461268,ERP017222,MNCN16789,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360447,ERS1360447,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653877,WGS,PRJEB15462,SAMEA4461269,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724193,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461269,ERP017222,MNCN16791,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360448,ERS1360448,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653878,WGS,PRJEB15462,SAMEA4461270,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724194,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461270,ERP017222,MNCN16792,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360449,ERS1360449,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653879,WGS,PRJEB15462,SAMEA4461271,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,ena,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",ERX1724195,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461271,ERP017222,MNCN16795,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360450,ERS1360450,Lynx pardinus whole mitogenome,85,1189763,507185,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653880,WGS,PRJEB15462,SAMEA4461272,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724196,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461272,ERP017222,NEGATIVO-454,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360451,ERS1360451,Negative control 454 libraries reads,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653881,WGS,PRJEB15462,SAMEA4461273,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,s3,ena,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",ERX1724197,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461273,ERP017222,NEGATIVO-ANTIGUO-2-1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360452,ERS1360452,Negative control ancient libraries round2-1 Illumina reads,70,48503,115769,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653882,WGS,PRJEB15462,SAMEA4461274,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,gs,ncbi,s3","gs.US,ncbi.public,ena,s3.us-east-1",ERX1724198,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461274,ERP017222,NEGATIVO-ANTIGUO-2-2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360453,ERS1360453,Negative control ancient libraries round2-2 Illumina reads,68,64649,120839,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653883,WGS,PRJEB15462,SAMEA4461275,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724199,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461275,ERP017222,NEGATIVO-HISTORICO-1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360454,ERS1360454,Negative control historical libraries round1 Illumina reads,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653884,WGS,PRJEB15462,SAMEA4461276,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,gs,ena,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",ERX1724200,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461276,ERP017222,NEGATIVO-HISTORICO-2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:46Z,public,ERS1360455,ERS1360455,Negative control historical libraries round2 Illumina reads,63,4436,89426,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653885,WGS,PRJEB15462,SAMEA4461277,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,gs,ncbi,ena","ena,gs.US,s3.us-east-1,ncbi.public",ERX1724201,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461277,ERP017222,NERJA-MINA-E4-VII,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360456,ERS1360456,Lynx pardinus whole mitogenome,72,37585,106862,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653886,WGS,PRJEB15462,SAMEA4461278,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,s3,gs,ena","ncbi.public,ena,s3.us-east-1,gs.US",ERX1724202,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461278,ERP017222,NERJA-MINA-XIV-C6-I,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360457,ERS1360457,Lynx pardinus whole mitogenome,69,12341,91363,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653887,WGS,PRJEB15462,SAMEA4461279,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ncbi,ena,s3","gs.US,ena,ncbi.public,s3.us-east-1",ERX1724203,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461279,ERP017222,PM2HEAD,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360458,ERS1360458,Lynx pardinus whole mitogenome,66,320125,267921,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653888,WGS,PRJEB15462,SAMEA4461280,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724204,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461280,ERP017222,PM3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360459,ERS1360459,Lynx pardinus whole mitogenome,146,3218,88176,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653889,WGS,PRJEB15462,SAMEA4461281,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724205,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461281,ERP017222,PM4H,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360460,ERS1360460,Lynx pardinus whole mitogenome,63,308786,209882,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653890,WGS,PRJEB15462,SAMEA4461282,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,gs,ena,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERX1724206,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461282,ERP017222,PR3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360461,ERS1360461,Lynx pardinus whole mitogenome,136,34979,112425,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653891,WGS,PRJEB15462,SAMEA4461283,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERX1724207,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461283,ERP017222,PR4,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360462,ERS1360462,Lynx pardinus whole mitogenome,124,53560,120939,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653892,WGS,PRJEB15462,SAMEA4461284,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,gs,ncbi,ena","gs.US,ena,s3.us-east-1,ncbi.public",ERX1724208,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461284,ERP017222,PR5,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360463,ERS1360463,Lynx pardinus whole mitogenome,109,937410,429695,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653893,WGS,PRJEB15462,SAMEA4461285,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,gs,ena,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERX1724209,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461285,ERP017222,PR6,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360464,ERS1360464,Lynx pardinus whole mitogenome,69,656283,319278,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653894,WGS,PRJEB15462,SAMEA4461286,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,gs,s3,ena","s3.us-east-1,gs.US,ena,ncbi.public",ERX1724210,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461286,ERP017222,PR7,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360465,ERS1360465,Lynx pardinus whole mitogenome,86,57196,111635,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653895,WGS,PRJEB15462,SAMEA4461287,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724211,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461287,ERP017222,PR8,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360466,ERS1360466,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653896,WGS,PRJEB15462,SAMEA4461288,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724212,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461288,ERP017222,SB1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360467,ERS1360467,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653897,WGS,PRJEB15462,SAMEA4461289,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,s3,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERX1724213,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461289,ERP017222,SH1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360468,ERS1360468,Lynx pardinus whole mitogenome,117,61077,126756,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653898,WGS,PRJEB15462,SAMEA4461290,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724214,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461290,ERP017222,SP1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360469,ERS1360469,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653899,WGS,PRJEB15462,SAMEA4461291,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724215,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461291,ERP017222,TOLL-07-2633,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360470,ERS1360470,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653900,WGS,PRJEB15462,SAMEA4461292,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724216,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461292,ERP017222,TOLL-07-CALA-C2633,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360471,ERS1360471,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653901,WGS,PRJEB15462,SAMEA4461293,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724217,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461293,ERP017222,TOLL-07-CALA-C-2726,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360472,ERS1360472,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653902,WGS,PRJEB15462,SAMEA4461294,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724218,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461294,ERP017222,TOLL-09-NIV-6-C--M35N41,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360473,ERS1360473,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653903,WGS,PRJEB15462,SAMEA4461295,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724219,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461295,ERP017222,TOLL09-NIV6C-M35N41,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360474,ERS1360474,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653904,WGS,PRJEB15462,SAMEA4461296,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724220,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461296,ERP017222,TOLL-2008-CALA-C-SIN-CONTEXTO-N112,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360475,ERS1360475,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653905,WGS,PRJEB15462,SAMEA4461297,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724221,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461297,ERP017222,TX-M12-153,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360476,ERS1360476,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653906,WGS,PRJEB15462,SAMEA4461298,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724222,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461298,ERP017222,UB-10-2006-1259,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360477,ERS1360477,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653907,WGS,PRJEB15462,SAMEA4461299,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724223,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461299,ERP017222,UBEDA,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360478,ERS1360478,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653908,WGS,PRJEB15462,SAMEA4461300,ESTACION BIOLOGICA DE DONANA,public,bam,ena,ena,ERX1724224,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461300,ERP017222,VP1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:47Z,public,ERS1360479,ERS1360479,Lynx pardinus whole mitogenome,,,,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653808,WGS,PRJEB15462,SAMEA4461200,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ncbi,gs,ena","s3.us-east-1,ncbi.public,ena,gs.US",ERX1724124,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461200,ERP017222,EP3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360379,ERS1360379,Lynx pardinus whole mitogenome,73,341526,276331,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653782,WGS,PRJEB15462,SAMEA4461174,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,gs,ena,s3","ncbi.public,gs.US,ena,s3.us-east-1",ERX1724098,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461174,ERP017222,EBD1388,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360353,ERS1360353,Lynx pardinus whole mitogenome,64,441959,246217,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
